"","activity","subject","sensor","avg_reading"
"765","SITTING",19,"tBodyAcc.mean...Y",-0.0182031515710306
"766","SITTING",19,"tBodyAcc.mean...Z",-0.118277180099383
"767","SITTING",19,"tBodyAcc.std...X",-0.574658922919194
"768","SITTING",19,"tBodyAcc.std...Y",-0.507035084992639
"769","SITTING",19,"tBodyAcc.std...Z",-0.649184726556944
"770","SITTING",19,"tBodyAccJerk.mean...X",0.0774171147766389
"771","SITTING",19,"tBodyAccJerk.mean...Y",0.0115812421960876
"772","SITTING",19,"tBodyAccJerk.mean...Z",-0.00186198850195833
"773","SITTING",19,"tBodyAccJerk.std...X",-0.571088266146083
"774","SITTING",19,"tBodyAccJerk.std...Y",-0.571311190432222
"775","SITTING",19,"tBodyAccJerk.std...Z",-0.705342976190833
"776","SITTING",19,"tBodyAccJerkMag.mean..",-0.5762252472125
"777","SITTING",19,"tBodyAccJerkMag.std..",-0.601918552871944
"778","SITTING",19,"tBodyAccMag.mean..",-0.531507362111361
"779","SITTING",19,"tBodyAccMag.std..",-0.599552767486306
"780","SITTING",19,"tBodyGyro.mean...X",-0.0385723953346511
"781","SITTING",19,"tBodyGyro.mean...Y",-0.0681420603177778
"782","SITTING",19,"tBodyGyro.mean...Z",0.0883609591559167
"783","SITTING",19,"tBodyGyro.std...X",-0.637789914575556
"784","SITTING",19,"tBodyGyro.std...Y",-0.643866300560306
"785","SITTING",19,"tBodyGyro.std...Z",-0.645682212189167
"786","SITTING",19,"tBodyGyroJerk.mean...X",-0.0895939425055556
"787","SITTING",19,"tBodyGyroJerk.mean...Y",-0.0383208736670278
"788","SITTING",19,"tBodyGyroJerk.mean...Z",-0.0569649444286944
"789","SITTING",19,"tBodyGyroJerk.std...X",-0.618836206634444
"790","SITTING",19,"tBodyGyroJerk.std...Y",-0.725991380623889
"791","SITTING",19,"tBodyGyroJerk.std...Z",-0.686684583831583
"792","SITTING",19,"tBodyGyroJerkMag.mean..",-0.683436541824444
"793","SITTING",19,"tBodyGyroJerkMag.std..",-0.7255986988425
"794","SITTING",19,"tBodyGyroMag.mean..",-0.548919668132222
"795","SITTING",19,"tBodyGyroMag.std..",-0.610093380740278
"796","SITTING",19,"tGravityAcc.mean...X",0.475323016
"797","SITTING",19,"tGravityAcc.mean...Y",0.0964052626666667
"798","SITTING",19,"tGravityAcc.mean...Z",0.233011401195083
"799","SITTING",19,"tGravityAcc.std...X",-0.958290447861111
"800","SITTING",19,"tGravityAcc.std...Y",-0.95925383425
"801","SITTING",19,"tGravityAcc.std...Z",-0.94180028475
"802","SITTING",19,"tGravityAccMag.mean..",-0.531507362111361
"803","SITTING",19,"tGravityAccMag.std..",-0.599552767486306
"804","SITTING",21,"angle.tBodyAccJerkMean..gravityMean.",-0.0146502110504902
"805","SITTING",21,"angle.tBodyAccMean.gravity.",0.0120749006444118
"806","SITTING",21,"angle.tBodyGyroJerkMean.gravityMean.",0.0220888939914216
"807","SITTING",21,"angle.tBodyGyroMean.gravityMean.",0.0140122661183824
"808","SITTING",21,"angle.X.gravityMean.",-0.413916194215686
"809","SITTING",21,"angle.Y.gravityMean.",0.128426547916667
"810","SITTING",21,"angle.Z.gravityMean.",-0.0191761331715686
"811","SITTING",21,"fBodyAcc.mean...X",-0.693486097144118
"812","SITTING",21,"fBodyAcc.mean...Y",-0.59377821414902
"813","SITTING",21,"fBodyAcc.mean...Z",-0.707713799021814
"814","SITTING",21,"fBodyAcc.std...X",-0.665349663426471
"815","SITTING",21,"fBodyAcc.std...Y",-0.578748586831863
"816","SITTING",21,"fBodyAcc.std...Z",-0.675588192778676
"817","SITTING",21,"fBodyAccJerk.mean...X",-0.71641413145049
"818","SITTING",21,"fBodyAccJerk.mean...Y",-0.678615118728922
"819","SITTING",21,"fBodyAccJerk.mean...Z",-0.767351986555392
"820","SITTING",21,"fBodyAccJerk.std...X",-0.709800728388235
"821","SITTING",21,"fBodyAccJerk.std...Y",-0.674102360655147
"822","SITTING",21,"fBodyAccJerk.std...Z",-0.794922813673627
"823","SITTING",21,"fBodyAccMag.mean..",-0.658664719514706
"824","SITTING",21,"fBodyAccMag.std..",-0.714345739215931
"825","SITTING",21,"fBodyBodyAccJerkMag.mean..",-0.679742584809363
"826","SITTING",21,"fBodyBodyAccJerkMag.std..",-0.683725127418382
"827","SITTING",21,"fBodyBodyGyroJerkMag.mean..",-0.826275026053922
"828","SITTING",21,"fBodyBodyGyroJerkMag.std..",-0.834949863259804
"829","SITTING",21,"fBodyBodyGyroMag.mean..",-0.776473060171569
"830","SITTING",21,"fBodyBodyGyroMag.std..",-0.793158526279412
"831","SITTING",21,"fBodyGyro.mean...X",-0.752040828651961
"832","SITTING",21,"fBodyGyro.mean...Y",-0.759325714811275
"833","SITTING",21,"fBodyGyro.mean...Z",-0.709471420465686
"834","SITTING",21,"fBodyGyro.std...X",-0.811026710110294
"835","SITTING",21,"fBodyGyro.std...Y",-0.771388318823529
"836","SITTING",21,"fBodyGyro.std...Z",-0.728319304730637
"837","SITTING",21,"tBodyAcc.mean...X",0.277466525522059
"838","SITTING",21,"tBodyAcc.mean...Y",-0.0176664578561765
"839","SITTING",21,"tBodyAcc.mean...Z",-0.10877848058848
"840","SITTING",21,"tBodyAcc.std...X",-0.672323867377451
"841","SITTING",21,"tBodyAcc.std...Y",-0.565585190336299
"842","SITTING",21,"tBodyAcc.std...Z",-0.669621813176471
"843","SITTING",21,"tBodyAccJerk.mean...X",0.0822207874776961
"844","SITTING",21,"tBodyAccJerk.mean...Y",0.00350107553584853
"845","SITTING",21,"tBodyAccJerk.mean...Z",-0.010659072671299
"846","SITTING",21,"tBodyAccJerk.std...X",-0.699763344205784
"847","SITTING",21,"tBodyAccJerk.std...Y",-0.66515912310562
"848","SITTING",21,"tBodyAccJerk.std...Z",-0.78182390148299
"849","SITTING",21,"tBodyAccJerkMag.mean..",-0.703461275879657
"850","SITTING",21,"tBodyAccJerkMag.std..",-0.680069218953922
"851","SITTING",21,"tBodyAccMag.mean..",-0.620309259553676
"852","SITTING",21,"tBodyAccMag.std..",-0.6601960145
"853","SITTING",21,"tBodyGyro.mean...X",-0.0276346639303578
"854","SITTING",21,"tBodyGyro.mean...Y",-0.0784719736838971
"855","SITTING",21,"tBodyGyro.mean...Z",0.0861212668362745
"856","SITTING",21,"tBodyGyro.std...X",-0.79617228689951
"857","SITTING",21,"tBodyGyro.std...Y",-0.765057760637255
"858","SITTING",21,"tBodyGyro.std...Z",-0.701642028499559
"859","SITTING",21,"tBodyGyroJerk.mean...X",-0.100558317889216
"860","SITTING",21,"tBodyGyroJerk.mean...Y",-0.0408236141863333
"861","SITTING",21,"tBodyGyroJerk.mean...Z",-0.0533861046416422
"862","SITTING",21,"tBodyGyroJerk.std...X",-0.792483156720588
"863","SITTING",21,"tBodyGyroJerk.std...Y",-0.815859336004902
"864","SITTING",21,"tBodyGyroJerk.std...Z",-0.812017312181373
"865","SITTING",21,"tBodyGyroJerkMag.mean..",-0.807817403137255
"866","SITTING",21,"tBodyGyroJerkMag.std..",-0.82408989995098
"867","SITTING",21,"tBodyGyroMag.mean..",-0.693779224517157
"868","SITTING",21,"tBodyGyroMag.std..",-0.761303119652451
"869","SITTING",21,"tGravityAcc.mean...X",0.645775957808824
"870","SITTING",21,"tGravityAcc.mean...Y",-0.0750963071446078
"871","SITTING",21,"tGravityAcc.mean...Z",0.0321851774362745
"872","SITTING",21,"tGravityAcc.std...X",-0.965586634460784
"873","SITTING",21,"tGravityAcc.std...Y",-0.969330818455882
"874","SITTING",21,"tGravityAcc.std...Z",-0.953093993308823
"875","SITTING",21,"tGravityAccMag.mean..",-0.620309259553676
"876","SITTING",21,"tGravityAccMag.std..",-0.6601960145
"877","SITTING",22,"angle.tBodyAccJerkMean..gravityMean.",-0.00645666563585858
"878","SITTING",22,"angle.tBodyAccMean.gravity.",0.00540435654545454
"879","SITTING",22,"angle.tBodyGyroJerkMean.gravityMean.",0.00202342190287879
"880","SITTING",22,"angle.tBodyGyroMean.gravityMean.",-0.00823831371111111
"881","SITTING",22,"angle.X.gravityMean.",-0.489256027424242
"882","SITTING",22,"angle.Y.gravityMean.",0.056305095239899
"883","SITTING",22,"angle.Z.gravityMean.",-0.157358692081818
"884","SITTING",22,"fBodyAcc.mean...X",-0.672665603776768
"885","SITTING",22,"fBodyAcc.mean...Y",-0.606166993241414
"886","SITTING",22,"fBodyAcc.mean...Z",-0.750810842838384
"887","SITTING",22,"fBodyAcc.std...X",-0.617357217010101
"888","SITTING",22,"fBodyAcc.std...Y",-0.613102962343434
"889","SITTING",22,"fBodyAcc.std...Z",-0.724294244810606
"890","SITTING",22,"fBodyAccJerk.mean...X",-0.680088110645454
"891","SITTING",22,"fBodyAccJerk.mean...Y",-0.65888895869697
"892","SITTING",22,"fBodyAccJerk.mean...Z",-0.795524533080808
"893","SITTING",22,"fBodyAccJerk.std...X",-0.678917860634848
"894","SITTING",22,"fBodyAccJerk.std...Y",-0.663075714679899
"895","SITTING",22,"fBodyAccJerk.std...Z",-0.826747967929293
"896","SITTING",22,"fBodyAccMag.mean..",-0.657999241032323
"897","SITTING",22,"fBodyAccMag.std..",-0.736639079823232
"898","SITTING",22,"fBodyBodyAccJerkMag.mean..",-0.667449371934343
"899","SITTING",22,"fBodyBodyAccJerkMag.std..",-0.680648314314646
"900","SITTING",22,"fBodyBodyGyroJerkMag.mean..",-0.865397185555556
"901","SITTING",22,"fBodyBodyGyroJerkMag.std..",-0.870345470454545
"902","SITTING",22,"fBodyBodyGyroMag.mean..",-0.781388848888889
"903","SITTING",22,"fBodyBodyGyroMag.std..",-0.748109782232323
"904","SITTING",22,"fBodyGyro.mean...X",-0.700048715979798
"905","SITTING",22,"fBodyGyro.mean...Y",-0.844099768484848
"906","SITTING",22,"fBodyGyro.mean...Z",-0.712700262257576
"907","SITTING",22,"fBodyGyro.std...X",-0.758195876909091
"908","SITTING",22,"fBodyGyro.std...Y",-0.83351028510101
"909","SITTING",22,"fBodyGyro.std...Z",-0.749282657878788
"910","SITTING",22,"tBodyAcc.mean...X",0.279241531908081
"911","SITTING",22,"tBodyAcc.mean...Y",-0.0168623073762273
"912","SITTING",22,"tBodyAcc.mean...Z",-0.108558951083333
"913","SITTING",22,"tBodyAcc.std...X",-0.631563159137374
"914","SITTING",22,"tBodyAcc.std...Y",-0.593370593093586
"915","SITTING",22,"tBodyAcc.std...Z",-0.719165341207576
"916","SITTING",22,"tBodyAccJerk.mean...X",0.0847162929146465
"917","SITTING",22,"tBodyAccJerk.mean...Y",0.0189573433473737
"918","SITTING",22,"tBodyAccJerk.mean...Z",-0.00354166441267677
"919","SITTING",22,"tBodyAccJerk.std...X",-0.66465053739798
"920","SITTING",22,"tBodyAccJerk.std...Y",-0.649008826582323
"921","SITTING",22,"tBodyAccJerk.std...Z",-0.811609738686869
"922","SITTING",22,"tBodyAccJerkMag.mean..",-0.687293447142929
"923","SITTING",22,"tBodyAccJerkMag.std..",-0.671919866238182
"924","SITTING",22,"tBodyAccMag.mean..",-0.597799544011717
"925","SITTING",22,"tBodyAccMag.std..",-0.674728311182828
"926","SITTING",22,"tBodyGyro.mean...X",-0.0122820553981818
"927","SITTING",22,"tBodyGyro.mean...Y",-0.0909878213994949
"928","SITTING",22,"tBodyGyro.mean...Z",0.0846177356545455
"929","SITTING",22,"tBodyGyro.std...X",-0.743170551461616
"930","SITTING",22,"tBodyGyro.std...Y",-0.836307422323232
"931","SITTING",22,"tBodyGyro.std...Z",-0.720618809515152
"932","SITTING",22,"tBodyGyroJerk.mean...X",-0.106045772136364
"933","SITTING",22,"tBodyGyroJerk.mean...Y",-0.0372238262065657
"934","SITTING",22,"tBodyGyroJerk.mean...Z",-0.0543623901222222
"935","SITTING",22,"tBodyGyroJerk.std...X",-0.760885591313131
"936","SITTING",22,"tBodyGyroJerk.std...Y",-0.898549452979798
"937","SITTING",22,"tBodyGyroJerk.std...Z",-0.790942774393939
"938","SITTING",22,"tBodyGyroJerkMag.mean..",-0.838758636363636
"939","SITTING",22,"tBodyGyroJerkMag.std..",-0.862669919242424
"940","SITTING",22,"tBodyGyroMag.mean..",-0.704296113121212
"941","SITTING",22,"tBodyGyroMag.std..",-0.732423163577273
"942","SITTING",22,"tGravityAcc.mean...X",0.675242930959596
"943","SITTING",22,"tGravityAcc.mean...Y",0.0235808363131313
"944","SITTING",22,"tGravityAcc.mean...Z",0.236637160405404
"945","SITTING",22,"tGravityAcc.std...X",-0.970886422525252
"946","SITTING",22,"tGravityAcc.std...Y",-0.964866300237374
"947","SITTING",22,"tGravityAcc.std...Z",-0.945237536671717
"948","SITTING",22,"tGravityAccMag.mean..",-0.597799544011717
"949","SITTING",22,"tGravityAccMag.std..",-0.674728311182828
"950","STANDING",18,"angle.tBodyAccJerkMean..gravityMean.",0.0189317559550599
"951","STANDING",18,"angle.tBodyAccMean.gravity.",0.00921164502604791
"952","STANDING",18,"angle.tBodyGyroJerkMean.gravityMean.",-0.0381586144841317
"953","STANDING",18,"angle.tBodyGyroMean.gravityMean.",0.0233929611976048
"954","STANDING",18,"angle.X.gravityMean.",-0.493863855508982
"955","STANDING",18,"angle.Y.gravityMean.",0.064275769243024
"956","STANDING",18,"angle.Z.gravityMean.",-0.0539171317694611
"957","STANDING",18,"fBodyAcc.mean...X",-0.689453051047904
"958","STANDING",18,"fBodyAcc.mean...Y",-0.637957449640719
"959","STANDING",18,"fBodyAcc.mean...Z",-0.742231387634731
"960","STANDING",18,"fBodyAcc.std...X",-0.660489537904192
"961","STANDING",18,"fBodyAcc.std...Y",-0.605510423961078
"962","STANDING",18,"fBodyAcc.std...Z",-0.672541676278443
"963","STANDING",18,"fBodyAccJerk.mean...X",-0.728496455928144
"964","STANDING",18,"fBodyAccJerk.mean...Y",-0.723907683083832
"965","STANDING",18,"fBodyAccJerk.mean...Z",-0.819222532994012
"966","STANDING",18,"fBodyAccJerk.std...X",-0.720203372035928
"967","STANDING",18,"fBodyAccJerk.std...Y",-0.718398453652695
"968","STANDING",18,"fBodyAccJerk.std...Z",-0.848506493113772
"969","STANDING",18,"fBodyAccMag.mean..",-0.673154380637725
"970","STANDING",18,"fBodyAccMag.std..",-0.713137798532934
"971","STANDING",18,"fBodyBodyAccJerkMag.mean..",-0.720747618404192
"972","STANDING",18,"fBodyBodyAccJerkMag.std..",-0.729163423712575
"973","STANDING",18,"fBodyBodyGyroJerkMag.mean..",-0.875441210479042
"974","STANDING",18,"fBodyBodyGyroJerkMag.std..",-0.894709025422156
"975","STANDING",18,"fBodyBodyGyroMag.mean..",-0.802962549161677
"976","STANDING",18,"fBodyBodyGyroMag.std..",-0.775670438287425
"977","STANDING",18,"fBodyGyro.mean...X",-0.772855463736527
"978","STANDING",18,"fBodyGyro.mean...Y",-0.801441592754491
"979","STANDING",18,"fBodyGyro.mean...Z",-0.737016020538922
"980","STANDING",18,"fBodyGyro.std...X",-0.799760555973054
"981","STANDING",18,"fBodyGyro.std...Y",-0.74032145739521
"982","STANDING",18,"fBodyGyro.std...Z",-0.748592744401198
"983","STANDING",18,"tBodyAcc.mean...X",0.276177377784431
"984","STANDING",18,"tBodyAcc.mean...Y",-0.0172818741561907
"985","STANDING",18,"tBodyAcc.mean...Z",-0.107940757511976
"986","STANDING",18,"tBodyAcc.std...X",-0.667932305209581
"987","STANDING",18,"tBodyAcc.std...Y",-0.599095553763473
"988","STANDING",18,"tBodyAcc.std...Z",-0.679216670329341
"989","STANDING",18,"tBodyAccJerk.mean...X",0.0776448301356287
"990","STANDING",18,"tBodyAccJerk.mean...Y",0.0129534445262126
"991","STANDING",18,"tBodyAccJerk.mean...Z",0.000886467423302994
"992","STANDING",18,"tBodyAccJerk.std...X",-0.711725557065868
"993","STANDING",18,"tBodyAccJerk.std...Y",-0.711788469131737
"994","STANDING",18,"tBodyAccJerk.std...Z",-0.834520665329341
"995","STANDING",18,"tBodyAccJerkMag.mean..",-0.73320719751497
"996","STANDING",18,"tBodyAccJerkMag.std..",-0.723788786335329
"997","STANDING",18,"tBodyAccMag.mean..",-0.630947459700599
"998","STANDING",18,"tBodyAccMag.std..",-0.665011683643713
"999","STANDING",18,"tBodyGyro.mean...X",-0.038430136020509
"1000","STANDING",18,"tBodyGyro.mean...Y",-0.0672248771926647
"1001","STANDING",18,"tBodyGyro.mean...Z",0.0913241464640719
"1002","STANDING",18,"tBodyGyro.std...X",-0.791426443721557
"1003","STANDING",18,"tBodyGyro.std...Y",-0.759370761556886
"1004","STANDING",18,"tBodyGyro.std...Z",-0.72614680991018
"1005","STANDING",18,"tBodyGyroJerk.mean...X",-0.0940621740320958
"1006","STANDING",18,"tBodyGyroJerk.mean...Y",-0.0445622527458084
"1007","STANDING",18,"tBodyGyroJerk.mean...Z",-0.0571652014122156
"1008","STANDING",18,"tBodyGyroJerk.std...X",-0.830920002934132
"1009","STANDING",18,"tBodyGyroJerk.std...Y",-0.874371824640719
"1010","STANDING",18,"tBodyGyroJerk.std...Z",-0.825666964760479
"1011","STANDING",18,"tBodyGyroJerkMag.mean..",-0.84851863011976
"1012","STANDING",18,"tBodyGyroJerkMag.std..",-0.879781879790419
"1013","STANDING",18,"tBodyGyroMag.mean..",-0.693434577904192
"1014","STANDING",18,"tBodyGyroMag.std..",-0.760315278287425
"1015","STANDING",18,"tGravityAcc.mean...X",0.694792777095808
"1016","STANDING",18,"tGravityAcc.mean...Y",-0.0010301843263473
"1017","STANDING",18,"tGravityAcc.mean...Z",0.0910314168113772
"1018","STANDING",18,"tGravityAcc.std...X",-0.978742766586826
"1019","STANDING",18,"tGravityAcc.std...Y",-0.968999955598802
"1020","STANDING",18,"tGravityAcc.std...Z",-0.958147490299401
"1021","STANDING",18,"tGravityAccMag.mean..",-0.630947459700599
"1022","STANDING",18,"tGravityAccMag.std..",-0.665011683643713
"1023","STANDING",20,"angle.tBodyAccJerkMean..gravityMean.",0.0105804088313131
"1024","STANDING",20,"angle.tBodyAccMean.gravity.",0.0117155387530808
"1025","STANDING",20,"angle.tBodyGyroJerkMean.gravityMean.",-0.00287453410606061
"1026","STANDING",20,"angle.tBodyGyroMean.gravityMean.",-0.00827272942626263
"1027","STANDING",20,"angle.X.gravityMean.",-0.458539856414141
"1028","STANDING",20,"angle.Y.gravityMean.",0.117997853806566
"1029","STANDING",20,"angle.Z.gravityMean.",-0.0577301553837374
"1030","STANDING",20,"fBodyAcc.mean...X",-0.645734537631313
"1031","STANDING",20,"fBodyAcc.mean...Y",-0.506320391156566
"1032","STANDING",20,"fBodyAcc.mean...Z",-0.659532033916162
"1033","STANDING",20,"fBodyAcc.std...X",-0.654036248306667
"1034","STANDING",20,"fBodyAcc.std...Y",-0.466298670467677
"1035","STANDING",20,"fBodyAcc.std...Z",-0.644857545959596
"1036","STANDING",20,"fBodyAccJerk.mean...X",-0.674120731307722
"1037","STANDING",20,"fBodyAccJerk.mean...Y",-0.629326860401515
"1038","STANDING",20,"fBodyAccJerk.mean...Z",-0.734465775308081
"1039","STANDING",20,"fBodyAccJerk.std...X",-0.674575997207071
"1040","STANDING",20,"fBodyAccJerk.std...Y",-0.609033040979596
"1041","STANDING",20,"fBodyAccJerk.std...Z",-0.772151009146465
"1042","STANDING",20,"fBodyAccMag.mean..",-0.603443252690404
"1043","STANDING",20,"fBodyAccMag.std..",-0.683038764726768
"1044","STANDING",20,"fBodyBodyAccJerkMag.mean..",-0.621138091371919
"1045","STANDING",20,"fBodyBodyAccJerkMag.std..",-0.635841381332323
"1046","STANDING",20,"fBodyBodyGyroJerkMag.mean..",-0.718871385552626
"1047","STANDING",20,"fBodyBodyGyroJerkMag.std..",-0.713768868169192
"1048","STANDING",20,"fBodyBodyGyroMag.mean..",-0.653958606511717
"1049","STANDING",20,"fBodyBodyGyroMag.std..",-0.673230720494949
"1050","STANDING",20,"fBodyGyro.mean...X",-0.663525228784343
"1051","STANDING",20,"fBodyGyro.mean...Y",-0.642043649208939
"1052","STANDING",20,"fBodyGyro.mean...Z",-0.587217933571212
"1053","STANDING",20,"fBodyGyro.std...X",-0.726226342060606
"1054","STANDING",20,"fBodyGyro.std...Y",-0.646762421016667
"1055","STANDING",20,"fBodyGyro.std...Z",-0.616340393406566
"1056","STANDING",20,"tBodyAcc.mean...X",0.268595205636364
"1057","STANDING",20,"tBodyAcc.mean...Y",-0.0192867074389394
"1058","STANDING",20,"tBodyAcc.mean...Z",-0.111651090326263
"1059","STANDING",20,"tBodyAcc.std...X",-0.650788909160606
"1060","STANDING",20,"tBodyAcc.std...Y",-0.456259753985354
"1061","STANDING",20,"tBodyAcc.std...Z",-0.630893001863636
"1062","STANDING",20,"tBodyAccJerk.mean...X",0.0835868911373737
"1063","STANDING",20,"tBodyAccJerk.mean...Y",0.00611187765247475
"1064","STANDING",20,"tBodyAccJerk.mean...Z",-0.00607491491689899
"1065","STANDING",20,"tBodyAccJerk.std...X",-0.659309592116667
"1066","STANDING",20,"tBodyAccJerk.std...Y",-0.606793100151515
"1067","STANDING",20,"tBodyAccJerk.std...Z",-0.75401945230303
"1068","STANDING",20,"tBodyAccJerkMag.mean..",-0.663144565966667
"1069","STANDING",20,"tBodyAccJerkMag.std..",-0.626302305960101
"1070","STANDING",20,"tBodyAccMag.mean..",-0.56833411675101
"1071","STANDING",20,"tBodyAccMag.std..",-0.614326377454545
"1072","STANDING",20,"tBodyGyro.mean...X",-0.0256483096989899
"1073","STANDING",20,"tBodyGyro.mean...Y",-0.0789307564061111
"1074","STANDING",20,"tBodyGyro.mean...Z",0.082163496089899
"1075","STANDING",20,"tBodyGyro.std...X",-0.70994810379798
"1076","STANDING",20,"tBodyGyro.std...Y",-0.642839666627273
"1077","STANDING",20,"tBodyGyro.std...Z",-0.579620527478788
"1078","STANDING",20,"tBodyGyroJerk.mean...X",-0.0953189767722222
"1079","STANDING",20,"tBodyGyroJerk.mean...Y",-0.0424081459060606
"1080","STANDING",20,"tBodyGyroJerk.mean...Z",-0.0556613228575758
"1081","STANDING",20,"tBodyGyroJerk.std...X",-0.733941115257576
"1082","STANDING",20,"tBodyGyroJerk.std...Y",-0.716353299126263
"1083","STANDING",20,"tBodyGyroJerk.std...Z",-0.715358641818182
"1084","STANDING",20,"tBodyGyroJerkMag.mean..",-0.730864782378788
"1085","STANDING",20,"tBodyGyroJerkMag.std..",-0.707476828521212
"1086","STANDING",20,"tBodyGyroMag.mean..",-0.581261642571717
"1087","STANDING",20,"tBodyGyroMag.std..",-0.626155662129697
"1088","STANDING",20,"tGravityAcc.mean...X",0.657243899191919
"1089","STANDING",20,"tGravityAcc.mean...Y",-0.0686181655555556
"1090","STANDING",20,"tGravityAcc.mean...Z",0.10679036740404
"1091","STANDING",20,"tGravityAcc.std...X",-0.958324946717172
"1092","STANDING",20,"tGravityAcc.std...Y",-0.953576080606061
"1093","STANDING",20,"tGravityAcc.std...Z",-0.93887359689899
"1094","STANDING",20,"tGravityAccMag.mean..",-0.56833411675101
"1095","STANDING",20,"tGravityAccMag.std..",-0.614326377454545
"1096","STANDING",22,"angle.tBodyAccJerkMean..gravityMean.",0.0209839890643089
"1097","STANDING",22,"angle.tBodyAccMean.gravity.",0.00674942963333333
"1098","STANDING",22,"angle.tBodyGyroJerkMean.gravityMean.",0.0546814457585366
"1099","STANDING",22,"angle.tBodyGyroMean.gravityMean.",-0.00995325648780488
"1100","STANDING",22,"angle.X.gravityMean.",-0.329550679918699
"1101","STANDING",22,"angle.Y.gravityMean.",0.0427750327260163
"1102","STANDING",22,"angle.Z.gravityMean.",-0.173424249154472
"1103","STANDING",22,"fBodyAcc.mean...X",-0.469793729799187
"1104","STANDING",22,"fBodyAcc.mean...Y",-0.350425993027642
"1105","STANDING",22,"fBodyAcc.mean...Z",-0.58511773696748
"1106","STANDING",22,"fBodyAcc.std...X",-0.386658942001626
"1107","STANDING",22,"fBodyAcc.std...Y",-0.358594356956098
"1108","STANDING",22,"fBodyAcc.std...Z",-0.57089997098374
"1109","STANDING",22,"fBodyAccJerk.mean...X",-0.482177496374797
"1110","STANDING",22,"fBodyAccJerk.mean...Y",-0.438179681174797
"1111","STANDING",22,"fBodyAccJerk.mean...Z",-0.649840836666667
"1112","STANDING",22,"fBodyAccJerk.std...X",-0.479376250713415
"1113","STANDING",22,"fBodyAccJerk.std...Y",-0.436851876529854
"1114","STANDING",22,"fBodyAccJerk.std...Z",-0.705406665853659
"1115","STANDING",22,"fBodyAccMag.mean..",-0.439651188565854
"1116","STANDING",22,"fBodyAccMag.std..",-0.572895500055285
"1117","STANDING",22,"fBodyBodyAccJerkMag.mean..",-0.453431441817886
"1118","STANDING",22,"fBodyBodyAccJerkMag.std..",-0.468314812693496
"1119","STANDING",22,"fBodyBodyGyroJerkMag.mean..",-0.773520124878049
"1120","STANDING",22,"fBodyBodyGyroJerkMag.std..",-0.779661007398374
"1121","STANDING",22,"fBodyBodyGyroMag.mean..",-0.642492204065041
"1122","STANDING",22,"fBodyBodyGyroMag.std..",-0.621511307308943
"1123","STANDING",22,"fBodyGyro.mean...X",-0.54222877499187
"1124","STANDING",22,"fBodyGyro.mean...Y",-0.706565563170732
"1125","STANDING",22,"fBodyGyro.mean...Z",-0.531747806138211
"1126","STANDING",22,"fBodyGyro.std...X",-0.645407507130081
"1127","STANDING",22,"fBodyGyro.std...Y",-0.699201260894309
"1128","STANDING",22,"fBodyGyro.std...Z",-0.596342575910569
"1129","STANDING",22,"tBodyAcc.mean...X",0.267565895829268
"1130","STANDING",22,"tBodyAcc.mean...Y",-0.016771104312122
"1131","STANDING",22,"tBodyAcc.mean...Z",-0.108849744982114
"1132","STANDING",22,"tBodyAcc.std...X",-0.408498997088862
"1133","STANDING",22,"tBodyAcc.std...Y",-0.326700060089431
"1134","STANDING",22,"tBodyAcc.std...Z",-0.551943490507317
"1135","STANDING",22,"tBodyAccJerk.mean...X",0.0700672625147154
"1136","STANDING",22,"tBodyAccJerk.mean...Y",0.00930099346105691
"1137","STANDING",22,"tBodyAccJerk.mean...Z",-0.0131640140761789
"1138","STANDING",22,"tBodyAccJerk.std...X",-0.456687476
"1139","STANDING",22,"tBodyAccJerk.std...Y",-0.417944389701626
"1140","STANDING",22,"tBodyAccJerk.std...Z",-0.678143433821138
"1141","STANDING",22,"tBodyAccJerkMag.mean..",-0.484983543582927
"1142","STANDING",22,"tBodyAccJerkMag.std..",-0.457667435430488
"1143","STANDING",22,"tBodyAccMag.mean..",-0.353264495414634
"1144","STANDING",22,"tBodyAccMag.std..",-0.469146190154634
"1145","STANDING",22,"tBodyGyro.mean...X",-0.00112339350162602
"1146","STANDING",22,"tBodyGyro.mean...Y",-0.10137018874878
"1147","STANDING",22,"tBodyGyro.mean...Z",0.0758043878666667
"1148","STANDING",22,"tBodyGyro.std...X",-0.619856056592683
"1149","STANDING",22,"tBodyGyro.std...Y",-0.699934248861789
"1150","STANDING",22,"tBodyGyro.std...Z",-0.547955275764228
"1151","STANDING",22,"tBodyGyroJerk.mean...X",-0.114427759866748
"1152","STANDING",22,"tBodyGyroJerk.mean...Y",-0.0404541723047154
"1153","STANDING",22,"tBodyGyroJerk.mean...Z",-0.0644152729899187
"1154","STANDING",22,"tBodyGyroJerk.std...X",-0.625212511333333
"1155","STANDING",22,"tBodyGyroJerk.std...Y",-0.797747537235772
"1156","STANDING",22,"tBodyGyroJerk.std...Z",-0.663925946674797
"1157","STANDING",22,"tBodyGyroJerkMag.mean..",-0.723727568292683
"1158","STANDING",22,"tBodyGyroJerkMag.std..",-0.768258152845528
"1159","STANDING",22,"tBodyGyroMag.mean..",-0.530408052165854
"1160","STANDING",22,"tBodyGyroMag.std..",-0.58616042178374
"1161","STANDING",22,"tGravityAcc.mean...X",0.503385126178862
"1162","STANDING",22,"tGravityAcc.mean...Y",0.0442736759186992
